error--http://big5.www.gov.cn/gate/big5/www.gov.cn/  http://big5.www.gov.cn
read ECONNRESET
error--http://data.tjj.zj.gov.cn/page/zbcx/yksjDetail.jsp?id=ec3e776c58a5484a9b0b436d8f0c51c5&orgCode=33  http://data.tjj.zj.gov.cn
read ECONNRESET
error--http://data.tjj.zj.gov.cn/page/zbcx/yksj.jsp?&orgCode=33  http://data.tjj.zj.gov.cn
read ECONNRESET
error--http://data.tjj.zj.gov.cn/page/zbcx/yksjDetail.jsp?id=c6498164e1c84b2294b4a1184aac277d&orgCode=33  http://data.tjj.zj.gov.cn
read ECONNRESET
error--http://data.tjj.zj.gov.cn/page/zbcx/yksjDetail.jsp?id=856e99f0d9a145e193b4c1e4a9150707&orgCode=33  http://data.tjj.zj.gov.cn
read ECONNRESET
error--http://data.tjj.zj.gov.cn/page/zbcx/yksjDetail.jsp?id=e22cec573bb54547a7512f087fb57908&orgCode=33  http://data.tjj.zj.gov.cn
read ECONNRESET
error--https://12348.sft.zj.gov.cn/public/legopinion/opinion-detail.jsp?legopinionId=1522763233864269825  https://12348.sft.zj.gov.cn
read ECONNRESET
error--https://12348.sft.zj.gov.cn/public/legopinion/opinion-detail.jsp?legopinionId=1528898761579905025  https://12348.sft.zj.gov.cn
read ECONNRESET
error--https://12348.sft.zj.gov.cn/public/legopinion/opinion-detail.jsp?legopinionId=1519864134638845953  https://12348.sft.zj.gov.cn
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110304  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110302  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110209  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110210  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110307  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110306  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110303  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110305  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110301  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110308  http://1.85.55.226
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5493928.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/20/content_5493758.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/22/content_5494320.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/23/content_5494439.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/20/content_5493587.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/19/content_5493283.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/19/content_5493163.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5493904.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/18/content_5492746.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/15/content_5491509.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/10/content_5489522.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/07/content_5488296.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-02/26/content_5483524.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/fuwu/2020-03/18/content_5492698.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/fuwu/2020-03/17/content_5492228.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/22/content_5494174.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/22/content_5494137.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/22/content_5494136.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/22/content_5494135.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/22/content_5494129.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/22/content_5494121.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5494062.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5494054.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5494045.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5494010.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5494008.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/21/content_5494006.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/20/content_5493663.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/20/content_5493633.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/19/content_5493046.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/17/content_5492309.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/17/content_5492207.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/26/content_5496067.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/26/content_5495980.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/pushinfo/v150203/index.htm  http://www.gov.cn
read ECONNRESET
error--https://www.zj.gov.cn/art/2022/5/18/art_1229093914_2404193.html  https://www.zj.gov.cn
Client network socket disconnected before secure TLS connection was established
error--https://www.zj.gov.cn/art/2022/4/14/art_1229093918_2400977.html  https://www.zj.gov.cn
Client network socket disconnected before secure TLS connection was established
error--https://www.zj.gov.cn/art/2022/5/5/art_1229093918_2402911.html  https://www.zj.gov.cn
Client network socket disconnected before secure TLS connection was established
error--https://www.zj.gov.cn/art/2022/4/28/art_1229017139_2402508.html  https://www.zj.gov.cn
socket hang up
error--https://www.zj.gov.cn/art/2022/4/14/art_1229093914_2400969.html  https://www.zj.gov.cn
socket hang up
error--https://www.zj.gov.cn/art/2022/4/14/art_1229093918_2400966.html  https://www.zj.gov.cn
socket hang up
error--https://www.zj.gov.cn/art/2022/2/15/art_1229093918_2392753.html  https://www.zj.gov.cn
socket hang up
error--https://www.zj.gov.cn/art/2022/1/19/art_1229017139_2389994.html  https://www.zj.gov.cn
socket hang up
error--https://odic.zjzwfw.gov.cn/  https://odic.zjzwfw.gov.cn
socket hang up
error--https://www.zj.gov.cn/zjyhzx/member/login/gotozjzw.do?src=https://www.zjzwfw.gov.cn/zjzw/punish/frontpunish/showadmins.do?webId=1&jurisCode=330000  https://www.zj.gov.cn
Client network socket disconnected before secure TLS connection was established
error--https://zjzft.zjzwfw.gov.cn/pub/  https://zjzft.zjzwfw.gov.cn
socket hang up
error--https://www.zjzwfw.gov.cn/zjservice/zqsk/page.do  https://www.zjzwfw.gov.cn
socket hang up
error--https://hqpt.jxt.zj.gov.cn/hqzc/web/home  https://hqpt.jxt.zj.gov.cn
socket hang up
error--https://db.zjzwfw.gov.cn/zlys/home?webId=1&jurisCode=330000  https://db.zjzwfw.gov.cn
socket hang up
error--https://zj87.jxt.zj.gov.cn/zlzq/web/views/consulting/appealForm.html  https://zj87.jxt.zj.gov.cn
socket hang up
error--https://de-pc.jxt.zj.gov.cn/web-company-pc-v1/index.html#/view/card?type=%E7%9F%B3%E6%B2%B9%E5%8C%96%E5%B7%A5&industryId=94&firstIndustryName=%E5%8C%96%E5%B7%A5  https://de-pc.jxt.zj.gov.cn
Client network socket disconnected before secure TLS connection was established
error--http://zjpubservice.zjzwfw.gov.cn/  http://zjpubservice.zjzwfw.gov.cn
read ECONNRESET
error--https://www.zjzwfw.gov.cn/zjservice/item/sjdh/detail.do?regionId=330000&eventType=2&id=97751312468279299&webId=1&sy=  https://www.zjzwfw.gov.cn
socket hang up
error--https://www.zjzwfw.gov.cn/zjservice/item/sjdh/detail.do?regionId=330000&eventType=2&id=97752586999824384&webId=1&sy=  https://www.zjzwfw.gov.cn
socket hang up
error--https://www.zjzwfw.gov.cn/zjservice/item/sjdh/detail.do?regionId=330000&eventType=2&id=97752867246440448&webId=1&sy=  https://www.zjzwfw.gov.cn
socket hang up
error--https://www.zjzwfw.gov.cn/zjservice/item/sjdh/detail.do?regionId=330000&eventType=2&id=97753793885634560&webId=1&sy=  https://www.zjzwfw.gov.cn
socket hang up
error--https://www.zjzwfw.gov.cn/zjservice/item/sjdh/detail.do?regionId=330000&eventType=2&id=97753104543383555&webId=1&sy=  https://www.zjzwfw.gov.cn
socket hang up
error--http://ditu.zjzwfw.gov.cn/map/mapservice.jsp?webId=1  http://ditu.zjzwfw.gov.cn
read ECONNRESET
error--https://app.zjzwfw.gov.cn/jmportal_server/xszjpc/index.html#/  https://app.zjzwfw.gov.cn
socket hang up
error--https://www.zjzxts.gov.cn/zwmhww/#/home/index/consulting?type=zw&path=consult&ticket=8a118afb7cccc375017db7c2ce072f98-ticket  https://www.zjzxts.gov.cn
read ECONNRESET
error--https://www.zjzxts.gov.cn/zwmhww/#/home/index/help?type=zw&path=help&ticket=8a118afc7d767dcd017db7c867bc7b9b-ticket  https://www.zjzxts.gov.cn
read ECONNRESET
error--https://www.zjzxts.gov.cn/zwmhww/#/home/index/appeal?type=zw&path=appeal&ticket=8a1188567cccc2a1017db7c3469b770f-ticket  https://www.zjzxts.gov.cn
read ECONNRESET
error--https://www.zjzxts.gov.cn/zwmhww/#/home/index/email/province  https://www.zjzxts.gov.cn
read ECONNRESET
error--https://www.zjzxts.gov.cn/zwmhww/#/home/index/advice?type=zw&path=advice&ticket=8a11885a7cccc370017db7c619eb6481-ticket  https://www.zjzxts.gov.cn
read ECONNRESET
error--https://www.zjzxts.gov.cn/zwmhww/#/home/index/public  https://www.zjzxts.gov.cn
read ECONNRESET
error--https://www.zjzxts.gov.cn/zwmhww/#/home/index/search  https://www.zjzxts.gov.cn
read ECONNRESET
error--https://www.zj.gov.cn/col/col1229631307/index.html  https://www.zj.gov.cn
socket hang up
error--http://dcdy.snaic.gov.cn:7008/wsdjpt/login.do?method=enterLogin&module=DCDYDJ  http://dcdy.snaic.gov.cn:7008
connect ETIMEDOUT 111.20.61.215:7008
error--http://wljg.snaic.gov.cn/  http://wljg.snaic.gov.cn
connect ETIMEDOUT 111.20.61.223:80
error--http://tsjb.snaic.gov.cn/ssjb/  http://tsjb.snaic.gov.cn
connect ETIMEDOUT 219.145.88.19:80
error--http://zmqlbpt.snaic.gov.cn:7007/  http://zmqlbpt.snaic.gov.cn:7007
connect ETIMEDOUT 111.20.61.199:7007
error--http://gc.nifdc.org.cn/login  http://gc.nifdc.org.cn
connect ETIMEDOUT 223.71.250.59:80
error--http://www.beijing.gov.cn/zhengce/  http://www.beijing.gov.cn
read ECONNRESET
error--https://beian.miit.gov.cn/  https://beian.miit.gov.cn
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110309  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110311  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110314  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110310  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110312  http://1.85.55.226
read ECONNRESET
error--http://1.85.55.226/fwzx/zxzp/zwss.chtml?jobType=107110313  http://1.85.55.226
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/26/content_5496100.htm  http://www.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/ldbz/202111/t20211129_3448060.shtml  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/ldbz/202111/t20211129_3448041.shtml  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--https://webcert.cnmstl.net/cert/grade?sn=48f9bcbc19c511ebb91b00163e068ceb  https://webcert.cnmstl.net
read ECONNRESET
error--http://www.cq.jcy.gov.cn/202111/t20211129_3447073.shtml  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/202204/t20220406_3615648.shtml  http://www.cq.jcy.gov.cn
read ECONNRESET
error--https://www.cqjcy.gov.cn/information/InformationDisplay.asp?NewsID=22002  https://www.cqjcy.gov.cn
socket hang up
error--https://www.cqjcy.gov.cn/information/InformationDisplay.asp?NewsID=22001  https://www.cqjcy.gov.cn
socket hang up
error--https://www.cqjcy.gov.cn/information/InformationDisplay.asp?NewsID=22000  https://www.cqjcy.gov.cn
socket hang up
error--http://www.cq.jcy.gov.cn/yfy/zjjc/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/yfy/jwgk/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.cq.jcy.gov.cn/yfy/jwzn/  http://www.cq.jcy.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/26/content_5496096.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/26/content_5496095.htm  http://www.gov.cn
read ECONNRESET
error--http://www.gov.cn/xinwen/2020-03/26/content_5496089.htm  http://www.gov.cn
read ECONNRESET
error--http://scjgj.beijing.gov.cn/cxfw/  http://scjgj.beijing.gov.cn
read ECONNRESET
error--http://xxcx.yjj.beijing.gov.cn/eportal/ui?pageId=723636  http://xxcx.yjj.beijing.gov.cn
socket hang up
error--http://www.beijing.gov.cn/ywdt/  http://www.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=005  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=010  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=085  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=075  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=095  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=105  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=030  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=090  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110117000000&typeKey=020  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=005  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=125  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=015  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=025  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=090  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=040  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=010  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=020  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110117000000&typeKey=030  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://www.beijing.gov.cn/fuwu/bmfw/bmzt/jsz/  http://www.beijing.gov.cn
read ECONNRESET
error--http://www.beijing.gov.cn/fuwu/bmfw/zffw/  http://www.beijing.gov.cn
read ECONNRESET
error--http://www.beijing.gov.cn/fuwu/bmfw/hysy/  http://www.beijing.gov.cn
read ECONNRESET
error--https://map.beijing.gov.cn/  https://map.beijing.gov.cn
read ECONNRESET
error--https://map.beijing.gov.cn/category?categoryId=xxgkslcycs  https://map.beijing.gov.cn
read ECONNRESET
error--http://hd.bjpg.gov.cn/xinxiang/com.web.hdxx.pgq.xinxiang.index.flow  http://hd.bjpg.gov.cn
read ECONNRESET
error--https://wsxf.xfb.beijing.gov.cn/wsxf/action/pinggu.html  https://wsxf.xfb.beijing.gov.cn
read ECONNRESET
error--http://www.beijing.gov.cn/shipin/Interviewlive/668.html  http://www.beijing.gov.cn
read ECONNRESET
error--http://www.jcrb.com/xmt/202203/t20220316_2378674.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/IPO/cmyjy/202103/t20210305_2257797.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/xmt/202203/t20220316_2378675.html  http://www.jcrb.com
read ECONNRESET
error--http://www.jcrb.com/photo/shijuejiancha/202206/t20220607_2410228.html  http://www.jcrb.com
read ECONNRESET
error--http://101.200.104.214:8080/petitions/lettersController.do?wardenShow  http://101.200.104.214:8080
read ECONNRESET
error--http://www.beijing.gov.cn/  http://www.beijing.gov.cn
read ECONNRESET
error--http://www.beijing.gov.cn/hudong/yonghu/  http://www.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://www.beijing.gov.cn/fuwu/bmfw/  http://www.beijing.gov.cn
read ECONNRESET
error--http://www.beijing.gov.cn/fuwu/lqfw/  http://www.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/right.html?locationCode=110108000000  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/logistics.html  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=005  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=010  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=075  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=085  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=095  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=105  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=030  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/grfw.html?locationCode=110108000000&typeKey=090  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=005  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=125  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=015  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=025  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=090  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=040  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=010  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/frfw.html?locationCode=110108000000&typeKey=020  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=11110108000057701K  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=11110108000057883P  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=111101080000577441  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=TE4467876867864859  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=11110108742312855K  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=11110000000028935M  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=111101080000576990  http://banshi.beijing.gov.cn
read ECONNRESET
error--http://banshi.beijing.gov.cn/pubtask/bmfw.html?locationCode=110108000000&deptCode=1111010800002925XA  http://banshi.beijing.gov.cn
